Airport Code,Airport Name,City Name,coordinates
1297,CWG,Callaway Gardens,Callaway Gardens,"32.833333, -84.883333"
1298,IFP,Laughlin Bullhead Intl,Bullhead City,"30.733333000000002, 72.816667"
1299,ZRF,Park & Ride Bus Svc,Rockford,"-32.85, 24.166667"
1300,WEA,Parker County,Weatherford,"32.75, -97.783333"
1301,ANQ,Tri-State Steuben Cty,Angola,"41.633333, -85.0"
1302,LGA,La Guardia,New York,"40.766667, -73.866667"
1303,FUL,Municipal,Fullerton,"33.866667, -117.966667"
1304,SCB,State,Scribner,"41.666667, -96.65"
1305,FLT,Flat,Flat,"62.45, -158.0"
1306,FAT,Fresno Air Terminal Airport,Fresno,"36.766667, -119.716667"
1307,IGM,Kingman,Kingman,"35.25, -113.933333"
1308,SSI,Mckinnon,Brunswick,"50.933333, 5.95"
1309,SYR,Syracuse Hancock International Airport,Syracuse,"43.116667, -76.116667"
1310,TCC,Tucumcari,Tucumcari,"-5.6, -42.65"
1311,PML,AFS,Port Moller,"55.983333, -160.533333"
1312,CZC,Copper Centre,Copper Centre,"42.483333, 12.65"
1313,MDR,Medfra,Medfra,"63.1, -154.716667"
1314,KSM,Saint Marys,Saint Marys,"62.05, -163.183333"
1315,TRP,Coast Guard Heliport,Tree Point,"39.983333, 25.266666999999998"
1316,KPR,Port Williams SPB,Port Williams,"58.483333, -152.583333"
1317,KTB,Thorne Bay,Thorne Bay,"-36.777778, 174.776944"
1318,CHP,Circle Hot Springs,Circle Hot Springs,"65.466667, -144.583333"
1319,IOW,Iowa City,"Iowa City, IA","41.639167, -91.546389"
1320,RED,Mifflin County,Reedsville,"40.683333, -77.616667"
1321,ONT,Ontario International,Ontario,"34.056111, -117.601111"
1322,BMC,Brigham City,Brigham City,"41.533333, -112.05"
1323,SVN,Hunter AAF,"Savannah, GA","32.01, -81.145556"
1324,ACY,Atlantic City Intl,Atlantic City,"39.466667, -74.583333"
1325,OSX,Attala County,Kosciusko,"33.083333, -89.55"
1326,SLQ,Sleetmute,Sleetmute,"61.7, -157.116667"
1327,NDV,USN Heliport,Anacostia,"12.15, 36.366667"
1328,ARG,Walnut Ridge,Walnut Ridge,"36.116667, -90.916667"
1329,GTF,International,Great Falls,"47.5, -111.366667"
1330,HBO,Municipal,Humboldt,"40.166667, -95.95"
1331,MGY,Dayton-Wright Brothers Airport,Dayton,"39.588889, -84.224722"
1332,ILG,Greater Wilmington,Wilmington,"39.683333, -75.6"
1333,CUH,Municipal,Cushing,"35.983333, -96.766667"
1334,NPT,State,Newport,"41.6, -71.416667"
1335,TKA,Talkeetna,Talkeetna,"62.320556, 150.093611"
1336,CLM,Fairchild Intl,Port Angeles,"48.133333, -123.5"
1337,MXG,Marlborough,Marlborough,"42.333333, -71.55"
1338,CLK,Municipal,Clinton,"43.6, -81.533333"
1339,OBT,Oakland/Coliseum Stat,"Oakland, MD","17.916667, -142.05"
1340,PHO,Point Hope,Point Hope,"68.35, -166.8"
1341,RUT,Rutland,Rutland,"43.533333, -72.95"
1342,SWW,Sweetwater,Sweetwater,"32.466667, -100.466667"
1343,GBH,Galbraith Lake,Galbraith Lake,"68.466667, -149.483333"
1344,DGN,NAF,Dahlgren,"77.533333, 15.35"
1345,FNR,SPB,Funter Bay,"58.233333, -134.916667"
1346,UKI,Ukiah,Ukiah,"39.126667, -123.2"
1347,UKT,Upper Bucks,Quakertown,"40.433333, -75.333333"
1348,AOS,Amook,Amook,"57.466667, -153.833333"
1349,AKP,Anaktuvuk,Anaktuvuk,"68.133333, -151.733333"
1350,ISN,Sloulin Field Intl,Williston,"48.183333, -103.65"
1351,KEK,Ekwok,Ekwok,"59.366667, -157.483333"
1352,PKD,Park Rapids,Park Rapids,"46.9, -95.066667"
1353,BCS,Southern Seaplane,Belle Chasse,"30.05, -90.233333"
1354,HDH,Dillingham Airfield,Oahu,"3.866667, 154.983333"
1355,MWA,Williamson County,Marion,"37.752778, -89.016667"
1356,ABR,Municipal,Aberdeen,"45.45, -98.433333"
1357,PUW,Pullman-Moscow Regional Airport,Pullman,"46.75, -117.116667"
1358,WSG,County,Washington,"40.166667, -80.25"
1359,LNY,Lanai City,Lanai City,"20.783333, -156.95"
1360,ENL,Municipal,Centralia,"38.516667, -89.091667"
1361,OHC,AFS,Northeast Cape,"63.316667, -168.966667"
1362,HPY,Baytown,Baytown,"29.733333000000002, -94.966667"
1363,MCD,Mackinac Island,Mackinac Island,"45.865, -84.637222"
1364,NWS,Pier 11/Wall St. SPB,New York,"5.5, -70.483333"
1365,TRT,Tremonton,Tremonton,"-7.8, -38.283333"
1366,MWO,Hook Field,"Middletown, Ohio","39.531111, -84.395278"
1367,DPG,Michael AAF,Dugway,"48.583333, -81.016667"
1368,EDG,Weide AAF,Edgewood,"49.783333, -1.133333"
1369,YKM,Yakima Air Terminal,Yakima,"46.566667, -120.533333"
1370,TUH,Arnold AFS,Tullahoma,"52.777222, -8.404167"
1371,BLV,Belleville,Belleville,"44.166667, -77.383333"
1372,ORV,Curtis Memorial,Noorvik,"66.833333, -161.033333"
1373,EVM,Eveleth,Eveleth,"47.433333, -92.5"
1374,KKK,Kalakaket AFS,Kalakaket,"64.416667, -156.833333"
1375,MOD,Municipal,"Modesto, CA","37.625833, -120.954444"
1376,TYR,Tyler Pounds Regional Airport,Tyler,"32.354167, -95.4025"
1377,MCW,Mason City Municipal,"Mason City, IA","43.157778, -93.331389"
1378,OTS,Anacortes,Anacortes,"48.5, -122.616667"
1379,OKS,Oshkosh,Oshkosh,"41.4, -102.333333"
1380,STE,Stevens Point,Stevens Point,"41.433333, 20.166667"
1381,UNS,Umnak,Umnak Island,"26.8, 98.083333"
1382,ZTL,Bus Station,Telluride,"42.095278, 8.709722"
1383,CDW,Caldwell Wright,"Caldwell, NJ","40.875278, -74.281389"
1384,WAY,Greene County,Waynesburg,"39.9, -80.144167"
1385,MXE,Maxton,Maxton,"34.733333, -79.35"
1386,ALS,Municipal,Alamosa,"37.433333, -105.866667"
1387,NUL,Nulato,Nulato,"64.733333, -158.1"
1388,SSW,Stuart Island,Stuart Island,"48.7, -123.2"
1389,FRM,Fairmont,Fairmont,"43.65, -94.416667"
1390,MGC,Michigan City Arpt,Michigan City,"41.7, -86.816667"
1391,CNM,Carlsbad,Carlsbad,"32.333333, -104.266667"
1392,DGB,Danger Bay,Danger Bay,"58.083333, -152.75"
1393,EAR,Kearney,Kearney,"40.733333, -99.016667"
1394,MVC,Monroe - Walton County,Monroeville,"10.1, 18.75"
1395,MLI,Quad-City,Moline,"41.45, -90.516667"
1396,CNU,Martin Johnson,Chanute,"37.683333, -95.45"
1397,ARX,Asbury Park,"Neptune, NJ","40.219444, -74.09"
1398,KVC,King Cove,King Cove,"55.066667, -162.316667"
1399,KWP,Village SPB,West Point,"57.766667, -153.55"
1400,PWK,Pal-Waukee,Chicago,"42.0, -87.966667"
1401,RHV,Reid-hillview,San Jose,"22.916667, -80.883333"
1402,AVX,Avalon Bay,Catalina Island,"33.333333, -118.35"
1403,DBN,Municipal,Dublin,"32.55, -82.983333"
1404,BZT,Hinkles Ferry,Brazoria,"29.05, -95.566667"
1405,OSU,Ohio State University,Columbus,"40.066667, -83.066667"
1406,RNG,Rangely,Rangely,"40.094722, -108.760556"
1407,MUO,AFB,Mountain Home,"-32.816667, 27.133333"
1408,ARC,Arctic Village,Arctic Village,"68.116667, -145.583333"
1409,BKL,Burke Lakefront,Cleveland,"41.511111, -81.688889"
1410,SUW,Richard I Bong Arpt,Superior,"46.733333, -92.166667"
1411,OLU,Columbus Municipal,"Columbus, NE","41.448056, -97.342778"
1412,TWH,Two Harbors,Catalina Island,"41.633333, -120.05"
1413,BFI,Boeing Field/King County International Airport,Seattle,"47.53, -122.301944"
1414,FAI,Fairbanks International Airport,Fairbanks,"64.816667, -147.866667"
1415,MOP,Municipal,Mount Pleasant,"43.616667, -84.733333"
1416,CBA,Corner Bay,Corner Bay,"57.716667, -135.2"
1417,EUG,Eugene,Eugene,"44.116667, -123.216667"
1418,PRF,Port Johnson,Port Johnson,"55.122222, -132.05"
1419,CEC,Mc Namara Fld,Crescent City,"41.783333, -124.233333"
1420,CXL,International,Calexico,"32.666667, -115.516667"
1421,CAO,Clayton,Clayton,"36.45, -103.183333"
1422,IKK,Greater Kankakee,Kankakee,"41.066667, -87.85"
1423,MVE,Montevideo-Chippewa,"Montevideo, MN","44.969167, -95.710278"
1424,KNK,Kakhonak,Kakhonak,"59.433333, -154.85"
1425,HYL,SPB,Hollis,"55.483333, -132.65"
1426,ZTN,Trenton Rail STN,Philadelphia,"29.483333, 31.066667"
1427,APH,Camp A P Hill,Bowling Green,"38.05, -77.35"
1428,FIL,Municipal,Fillmore,"38.966667, -112.333333"
1429,DPK,Deer Park,Deer Park,"40.766667, -73.333333"
1430,FSN,Haley AAF,Fort Sheridan,"19.833333, -72.5"
1431,HOT,Memorial Field,Hot Springs,"34.483333, -93.1"
1432,KPH,Pauloff Harbor SPB,Pauloff Harbor,"54.466667, -162.7"
1433,PLY,Plymouth,Plymouth,"41.366667, -86.3"
1434,DTA,Delta,Delta,"39.383333, -112.5"
1435,AFO,Municipal,Afton,"42.716667, -110.933333"
1436,TNU,Municipal,Newton,"41.7, -93.05"
1437,EAN,Phifer Field,Wheatland,"42.058333, -104.919444"
1438,SIT,Sitka,Sitka,"57.066667, -135.35"
1439,DBS,Dubois,Dubois,"44.166667, -112.233333"
1440,RMC,Machesney,Rockford,"-32.85, 24.166667"
1441,DVT,Phoenix Deer Valley Airport,Phoenix,"33.688333, -112.0825"
1442,SBS,Steamboat Springs,Steamboat Springs,"40.516667, -106.866667"
1443,WJF,William J Fox,Lancaster,"34.7, -118.133333"
1444,UVA,Garner Fld,Uvalde,"29.2, -99.733333"
1445,KEH,Kenmore Air Harbor,Kenmore Air Harbor,"47.738333, -122.268056"
1446,MEM,Memphis International,Memphis,"35.066667, -89.966667"
1447,MRI,Merrill Field,Anchorage,"61.2, -149.833333"
1448,RCR,Fulton County,Rochester,"49.916667, -0.966666999999999"
1449,JVI,Central Jersey Regional Airport,Manville,"40.524444, -74.598333"
1450,PAM,Tyndall AFB,"Panama City, FL","30.07, -85.576389"
1451,HHH,Hilton Head,Hilton Head,"32.224444, -80.6975"
1452,BUM,Butler,Butler,"38.25, -94.316667"
1453,MAW,Malden,Malden,"36.6, -89.983333"
1454,NEL,Naec,Lakehurst,"36.833333, 49.4"
1455,GRF,Gray Aaf,Tacoma,"35.339167, -77.960556"
1456,NGC,North Rim,Grand Canyon,"36.183333, -112.133333"
1457,TWD,Port Townsend,Port Townsend,"48.116667, -122.766667"
1458,CYF,Chefornak SPB,Chefornak,"60.2, -164.183333"
1459,GBG,Galesburg,Galesburg,"40.933333, -90.433333"
1460,GUC,Gunnison,Gunnison,"38.533333, -106.933333"
1461,SGR,Sugar Land Regional,"Houston, TX","29.622222, -95.656667"
1462,PII,Phillips Field,Fairbanks,"64.85, -147.783333"
1463,SAR,Sparta Community,Sparta,"38.116667, -89.7"
1464,PMU,SPB,Paimiut,"61.966667, -160.233333"
1465,WBQ,Beaver,Beaver,"66.35, -147.4"
1466,CDS,Childress,Childress,"34.416667, -100.216667"
1467,BNH,Barnes,Hartford,"41.766389, -72.683333"
1468,DRG,Deering,Deering,"66.083333, -162.766667"
1469,STP,Downtown,St Paul,"44.933333, -93.066667"
1470,HLI,Hollister,Hollister,"36.85, -121.4"
1471,CLU,Columbus Municipal,Columbus,"39.133333, -85.933333"
1472,VDZ,Municipal,Valdez,"61.133333, -146.233333"
1473,JLA,Quartz Creek,Cooper Lodge,"60.483333, -149.85"
1474,UNK,Unalakleet,Unalakleet,"63.883333, -160.783333"
1475,ACB,Antrim County,Bellaire,"44.983333, -85.202778"
1476,JBC,Boston City Heliport,Boston,"42.343889, -71.049444"
1477,BLI,Bellingham,Bellingham,"48.8, -122.533333"
1478,OYS,Yosemite Ntl Park,Yosemite Ntl Park,"37.85, -119.55"
1479,EAT,Pangborn Field,Wenatchee,"47.4, -120.2"
1480,RAP,Regional,Rapid City,"44.033333, -103.05"
1481,TLH,Tallahassee Regional Airport,Tallahassee,"30.396389, -84.350278"
1482,FXM,Flaxman Island,Flaxman Island,"70.216667, -146.0"
1483,KCQ,Chignik,Chignik,"56.261111, -158.777778"
1484,HSI,Hastings,Hastings,"40.6, -98.433333"
1485,OGS,Ogdensburg,Ogdensburg,"44.683333, -75.466667"
1486,SYA,Shemya AFB,Shemya,"52.716667, 174.1"
1487,TIW,Industrial,Tacoma,"-16.3, -67.45"
1488,NKX,Miramar MCAS,San Diego,"32.868333, -117.1425"
1489,ROL,Roosevelt,Roosevelt,"40.3, -109.983333"
1490,MAC,Smart,Macon,"50.033333, 4.2"
1491,RNT,Renton,"Renton, WA","47.493056, -122.215833"
1492,KBK,Klag Bay,Klag Bay,"57.0, -136.0"
1493,ILE,Municipal,Killeen,"31.15, -97.716667"
1494,NZW,South Weymouth,South Weymouth,"42.166667, -70.95"
1495,IAD,Washington Dulles International,"Washington, DC","38.944444, -77.455833"
1496,OWD,Memorial,Norwood,"42.183333, -71.183333"
1497,RSP,Raspberry Strait,Raspberry Strait,"58.166667, -154.833333"
1498,KCC,Coffman Cove SPB,Coffman Cove,"56.0, -132.833333"
1499,HBB,Industrial Airpark,Hobbs,"-18.999722, 142.0"
1500,NBG,NAS/Alvin Callendar,New Orleans,"7.435556, 123.415"
1501,SWO,Searcy Fld,Stillwater,"36.166667, -97.083333"
1502,DNN,Municipal,Dalton,"34.716667, -84.866667"
1503,BMX,Big Mountain,Big Mountain,"59.366667, -155.266667"
1504,GSP,Greenville Spartanbur Int'l Airport,Greenville,"34.895556, -82.218889"
1505,MZJ,Marana,Marana,"32.509722, -111.325278"
1506,MDH,Southern Illinois,Carbondale,"37.783333, -89.25"
1507,TUL,Tulsa International,Tulsa,"36.198333, -95.888056"
1508,OKK,Kokomo,Kokomo,"40.533333, -86.066667"
1509,ONA,Municipal,Winona,"50.3, -1.333333"
1510,KNB,Kanab,Kanab,"37.25, -112.833333"
1511,HLG,Ohio County,Wheeling,"16.196389, 122.103611"
1512,PFA,Paf Warren,Paf Warren,"58.681389, -156.8375"
1513,UMM,Summit,Summit,"63.333333, -149.133333"
1514,DHN,Dothan Arpt,Dothan,"31.316667, -85.45"
1515,LBE,Westmoreland County,Latrobe,"40.283333, -79.4"
1516,SDP,Municipal,Sand Point,"55.316667, -160.516667"
1517,NEN,Olf Usn,Whitehouse,"30.333333, -81.883333"
1518,RGR,Ranger Municipal,Ranger,"32.466667, -98.683333"
1519,VLO,Stolport,Vallejo,"38.116667, -122.233333"
1520,DTW,Detroit Metropolitan Wayne County,"Detroit, MI","42.2125, -83.353333"
1521,CIC,Chico,Chico,"39.8, -121.85"
1522,EEK,Eek,Eek,"60.216667, -162.016667"
1523,KKL,Karluk Lake SPB,Karluk Lake,"40.05, 26.966667"
1524,CIL,Melsing Creek,Council,"64.9, -163.733333"
1525,MKK,Molokai,Hoolehua,"21.166667, -157.116667"
1526,PGV,Pitt-Greenville,Greenville,"35.633333, -77.4"
1527,PVC,Provincetown,Provincetown,"42.066667, -70.216667"
1528,MOT,International,Minot,"48.266667, -101.283333"
1529,LKE,Kenmore Air Harbor SPB,"Seattle, WA","47.628889, -122.338611"
1530,MIT,Kern County,Shafter,"35.5, -119.266667"
1531,VRS,Versailles,Versailles,"38.434722, -92.816667"
1532,LIC,Municipal,Limon,"39.266667, -103.683333"
1533,HNE,Tahneta Pass,Tahneta Pass Lodge,"35.742778, 52.508611"
1534,SBT,Tri-City,San Bernardino,"34.1, -117.266667"
1535,JST,Cambria County,Johnstown,"40.316667, -78.833333"
1536,PHT,Henry County,Paris,"36.333333, -88.383333"
1537,FLP,Flippin,Flippin,"36.3, -92.583333"
1538,HGZ,Hogatza,Hogatza,"66.183333, -155.666667"
1539,LFT,Lafayette Regional,"Lafayette, LA","30.205278, -91.9875"
1540,CKM,Fletcher Field,"Clarksdale, MS","34.299722, -90.512222"
1541,MNM,Menominee,Menominee,"45.283333, -87.633333"
1542,BUB,Municipal,Burwell,"41.783333, -99.133333"
1543,NRS,NAS,Imperial Beach,"46.216667, 26.1"
1544,MPJ,Petit Jean Park,Morrilton,"-16.166389, 38.721944"
1545,CPS,St. Louis Downtown Airport,"St Louis, Il","38.570833, -90.156111"
1546,HBR,Hobart,"Hobart, OK","34.991389, -99.051389"
1547,COA,Columbia,Columbia,"38.033333, -120.416667"
1548,GVE,Municipal,Gordonsville,"38.15, -78.166667"
1549,BJC,Jeffco,Broomfield,"39.933333, -105.066667"
1550,LUP,Kalaupapa,Kalaupapa,"21.183333, -156.966667"
1551,JMC,Marin County,"Sausalito, CA","37.879167, -122.513611"
1552,PGA,Page,Page,"36.933333, -111.45"
1553,GEG,Spokane International,Spokane,"47.619722, -117.533889"
1554,BYW,Blakely Island,Blakely Island,"48.583333, -122.833333"
1555,POC,Brackett Field,La Verne,"34.083333, -117.783333"
1556,ISM,Kissimmee Gateway,Kissimmee,"28.283333, -81.433333"
1557,AAF,Municipal,Apalachicola,"29.733333000000002, -85.033333"
1558,SHG,Shungnak,Shungnak,"66.883333, -157.05"
1559,COM,Coleman,Coleman,"31.833333, -99.433333"
1560,WRB,Robins AFB,Macon,"50.033333, 4.2"
1561,KBW,Chignik Bay,Chignik,"56.296389, -158.399444"
1562,KCG,Fisheries,Chignik,"56.3, -158.4"
1563,CDK,Lewis,Cedar Key,"29.133333, -83.033333"
1564,ADM,Ardmore Municipal Arpt,Ardmore,"34.966667, -86.883333"
1565,BPI,Big Piney-marbleton,Big Piney,"42.583333, -110.116667"
1566,CVO,Albany,Albany,"44.5, -123.283333"
1567,LRK,Coast Guard,"Lincoln Rock, AK","-16.116667, -68.316667"
1568,DLS,Columbia Gorge Regional/The Dalles Municipal Airport,The Dalles,"45.618611, -121.167222"
1569,HEY,Hanchey Army Heliport,Ozark,"53.116667, 22.45"
1570,SBX,Shelby,Shelby,"48.533333, -111.866667"
1571,ALI,International,Alice,"27.733333000000002, -98.016667"
1572,POH,Municipal,Pocahontas,"42.75, -94.65"
1573,SLC,Salt Lake City International,"Salt Lake City, UT","40.788333, -111.966667"
1574,MMN,Minute Man Airfield,Stow,"42.433333, -71.502778"
1575,RWB,Rowan Bay,Rowan Bay,"56.75, -134.133333"
1576,CKU,City,Cordova,"9.633333, -74.783333"
1577,LWL,Harriet Field,Wells,"41.116667, -114.966667"
1578,HBH,Hobart Bay,Hobart Bay,"57.408333, -133.466667"
1579,BOI,Boise Air Terminal/Gowen Field,"Boise, ID","43.564444, -116.222778"
1580,AYS,Ware County,Waycross,"31.25, -82.4"
1581,KBE,Hot Springs SPB,Bell Island,"55.916667, -131.566667"
1582,NRB,Ns,Mayport,"17.65, 120.583333"
1583,EMB,Embarkadero,San Francisco,"-38.7, -60.016667"
1584,LAF,Purdue University,Lafayette,"40.416667, -86.933333"
1585,PFD,Port Frederick,Port Frederick,"57.95, -135.65"
1586,SPA,"Spartanburg, Downtown Memorial","Spartanburg, SC","34.915833, -81.956389"
1587,VIS,Visalia,Visalia,"36.316667, -119.4"
1588,MWM,Windom Municipal,"Windom, MN","43.913333, -95.109444"
1589,NEA,Brunswick Golden Isles,Glynco,"51.679444, -3.628056"
1590,ORD,Chicago O'hare International,"Chicago, Il","41.978611, -87.904722"
1591,WFK,Frenchville,Frenchville,"47.35, -68.383333"
1592,MBG,Mobridge,Mobridge,"34.741667, 73.625"
1593,FMY,Page Field,Fort Myers,"26.583333, -81.866667"
1594,PCT,Princeton,Princeton,"40.35, -74.666667"
1595,SGW,Saginaw Bay,Saginaw Bay,"56.866667, -134.15"
1596,BFB,Blue Fox Bay,Blue Fox Bay,"58.183333, -152.133333"
1597,CWA,Central Wisconsin,Wausau,"44.769444, -89.683056"
1598,FMC,Five Mile,Five Mile,"65.916667, -149.833333"
1599,WLB,Labouchere Bay,Labouchere Bay,"56.291667, -133.658333"
1600,SAF,Santa Fe,Santa Fe,"35.616667, -106.083333"
1601,BFF,Scotts Bluff County,Scottsbluff,"41.866667, -103.6"
1602,ANI,Aniak,Aniak,"61.583333, -159.533333"
1603,COT,Cotulla,Cotulla,"28.433333, -99.233333"
1604,DSI,Destin-Fort Walton Beach Airport,Destin,"30.388611, -86.538333"
1605,JGX,Heliport,Glendale,"34.133333, -118.266667"
1606,MHS,Rep,Mount Shasta,"41.316667, -122.316667"
1607,LVS,Las Vegas,Las Vegas,"35.65, -105.15"
1608,WMO,White Mountain,White Mountain,"64.683333, -163.4"
1609,PAH,Barkley Regional,"Paducah, KY","37.060278, -88.773056"
1610,FOE,Forbes Field,"Topeka, KS","38.950833, -95.663611"
1611,SRF,Hamilton Field,San Rafael,"8.45, -73.916667"
1612,LKS,Lakeside,Lakeside,"29.847777999999998, -95.688611"
1613,JHC,Island Heliport,Garden City,"40.744444, -73.608333"
1614,KGK,New Koliganek,New Koliganek,"59.783333, -157.333333"
1615,HIE,Regional,Whitefield,"44.366667, -71.55"
1616,THV,York Airport,York,"48.75, -64.583333"
1617,AIV,George Downer,Aliceville,"33.1, -88.2"
1618,HCW,Cheraw,Cheraw,"34.7, -79.883333"
1619,DPA,Dupage County,Chicago,"41.914444, -88.246389"
1620,TCT,Takotna,Takotna,"65.983333, -18.55"
1621,JLH,US Army Heliport,Arlington Heights,"-6.3, 155.833333"
1622,BHC,Bhurban Heliport,Bhurban,"35.15, -114.566667"
1623,DVN,Davenport,Davenport,"-24.233333, 141.066667"
1624,MMH,Mammoth Lakes,Mammoth Lakes,"37.616667, -118.85"
1625,MVM,Monument Valley,"Kayenta, AZ","36.709722, -110.236667"
1626,DYL,Doylestown,Doylestown,"40.316667, -75.133333"
1627,ACT,Municipal,Waco,"31.616667, -97.233333"
1628,TEB,Teterboro,Teterboro,"40.85, -74.060833"
1629,LVL,Lawrenceville,Lawrenceville,"36.75, -77.85"
1630,MPS,Mount Pleasant,Mount Pleasant,"33.15, -94.966667"
1631,BRD,Brainerd Lakes Regional,"Brainerd, MN","46.401667, -94.135556"
1632,RDD,Redding,Redding,"40.5, -122.3"
1633,FFA,First Flight,Kill Devil Hills,"36.016667, -75.666667"
1634,SUM,Municipal,Sumter,"33.9, -80.116667"
1635,CXO,Montgomery Co,Conroe,"30.316667, -95.45"
1636,OSC,Wurtsmith AFB,Oscoda,"44.433333, -83.333333"
1637,MLJ,Baldwin County,Milledgeville,"33.15, -83.25"
1638,BWM,Bowman,Bowman,"46.133333, -103.583333"
1639,JRB,Downtown Manhattan H/p,"New York, NY","40.701111, -74.009167"
1640,GFK,Grand Forks,Grand Forks,"47.95, -97.183333"
1641,SFM,Sanford,Sanford,"43.383333, -70.7"
1642,NSE,Whiting Field NAS,Milton,"43.516667, -79.883333"
1643,JHW,Jamestown,Jamestown,"42.15, -79.25"
1644,HPT,Municipal,Hampton,"42.75, -93.2"
1645,GFD,Pope Field,Greenfield,"6.716667, -57.95"
1646,WHD,SPB,Hyder,"55.916667, -130.016667"
1647,ESW,State,Easton,"47.233333, -121.183333"
1648,CON,Concord,Concord,"6.683333, -57.9"
1649,PNX,Grayson County,Sherman-Denison,"33.633333, -96.583333"
1650,SGT,Stuttgart Municipal,"Stuttgart, AR","34.599444, -91.575"
1651,SLR,Sulphur Springs,Sulphur Springs,"33.133333, -95.6"
1652,CSP,Coast Guard Heliport,Cape Spencer,"45.2, -65.916667"
1653,MDT,Harrisburg International,"Harrisburg, PA","40.193611, -76.763333"
1654,HSP,Ingalls Field,Hot Springs,"37.95, -79.816667"
1655,DLG,Municipal,Dillingham,"59.066667, -158.466667"
1656,GAD,Municipal,Gadsden,"33.966667, -86.083333"
1657,REH,Rehoboth Beach,Rehoboth Beach,"38.716667, -75.133333"
1658,RKS,Sweetwater County,Rock Springs,"41.6, -109.066667"
1659,BMG,Bloomington,Bloomington,"39.133333, -86.616667"
1660,DGL,Douglas Municipal,Douglas,"12.616667, 14.983333"
1661,GDW,Gladwin,Gladwin,"43.983333, -84.483333"
1662,FNL,Municipal Airport,Fort Collins/Loveland,"40.583333, -105.083333"
1663,PPC,Prospect Creek,Prospect Creek,"66.8, -150.633333"
1664,AST,Astoria,Astoria,"46.166667, -123.883333"
1665,NFL,NAS,Fallon,"47.5, 6.483333"
1666,LRO,Sharpe AAF,Lathrop,"36.702778, 26.955"
1667,UES,Waukesha,Waukesha,"43.016667, -88.2"
1668,EBR,Downtown,Baton Rouge,"6.45, 17.366667"
1669,UOS,Franklin County,Sewanee,"35.205278, -85.898056"
1670,GLV,Golovin,Golovin,"64.55, -163.016667"
1671,GLW,Municipal,Glasgow,"37.033333, -85.95"
1672,HDN,Yampa Valley,Hayden,"40.519444, -106.869444"
1673,CZK,Cascade Locks/Stevens,Cascade Locks,"45.666667, -121.9"
1674,ERI,International,Erie,"42.083333, -80.183333"
1675,IGG,Igiugig,Igiugig,"59.316667, -155.9"
1676,CNY,Canyonlands Field,Moab,"38.766667, -109.75"
1677,PHD,Harry Clever,New Philadelphia,"40.466667, -81.433333"
1678,POQ,Polk Inlet,Polk Inlet,"55.35, -132.5"
1679,MTM,SPB,Metlakatla,"55.133333, -131.583333"
1680,VKW,West Kavik,West Kavik,"69.666667, -146.916667"
1681,CYT,Intermediate,Yakataga,"60.083333, -142.483333"
1682,RBF,Big Bear City Arpt,Big Bear,"34.266667, -116.85"
1683,ABY,Dougherty County,Albany,"31.533333, -84.2"
1684,MSC,Falcon Field,Mesa,"33.45, -111.716667"
1685,FAL,Falcon State,Roma,"26.586111, -99.1375"
1686,JBR,Jonesboro,Jonesboro,"35.833333, -90.65"
1687,NTD,Point Mugu NAS,"Port Hueneme, CA","34.120278, -119.121111"
1688,MZZ,Marion,Marion,"40.483333, -85.683333"
1689,BXS,Borrego Springs,Borrego Springs,"33.25, -116.316667"
1690,QKB,Van Service,Breckenridge,"-28.833333, 22.616667"
1691,MOS,Intermediate,Moses Point,"64.7, -162.05"
1692,CEU,Oconee County,Clemson,"34.666667, -82.883333"
1693,LJN,Brazoria County,Lake Jackson,"29.033333, -95.45"
1694,BNL,Barnwell Regional,"Barnwell, SC","33.257778, -81.388333"
1695,LIZ,Loring AFB,Limestone,"46.950556, -67.885833"
1696,MDD,Airpark,Midland,"44.75, -79.9"
1697,PRX,Cox Field,Paris,"33.633333, -95.45"
1698,LUL,Hesler-Noble Field,"Laurel, MS","31.673056, -89.172778"
1699,FKN,Municipal,Franklin,"36.683333, -76.916667"
1700,GRK,Gray Aaf,"Fort Hood, TX","31.067222, -97.828889"
1701,ZRL,Lancaster PA Rail,Lancaster,"40.066667, 38.766667"
1702,TCM,McChord AFB,"Tacoma, WA","47.137778, -122.476389"
1703,KIC,Mesa Del Rey,King City,"36.233333, -121.116667"
1704,HYG,SPB,Hydaburg,"55.2, -132.833333"
1705,LND,Hunt Field,Lander,"42.8, -108.675"
1706,ELK,Municipal,Elk City,"35.4, -99.416667"
1707,LRU,Municipal,"Las Cruces, NM","32.3, -106.933333"
1708,NGZ,NAS,Alameda,"49.266667, -1.283333"
1709,HES,State,Hermiston,"45.85, -119.283333"
1710,BID,Block Island,Block Island,"41.169444, -71.583333"
1711,MSV,Sullivan County Intl,Monticello,"41.616667, -74.7"
1712,WVI,Watsonville,Watsonville,"36.916667, -121.75"
1713,CGE,Cambridge,Cambridge,"38.55, -76.033333"
1714,HEZ,Hardy-Anders,Natchez,"31.616667, -91.3"
1715,GTG,Municipal,Grantsburg,"45.783333, -92.683333"
1716,THA,Tullahoma/William Northern Field,"Tullahoma, TN","35.38, -86.246389"
1717,GJT,Walker Field,Grand Junction,"39.116667, -108.516667"
1718,WBR,Big Rapids,Big Rapids,"43.716667, -85.5"
1719,CEX,Chena Hot Springs,Chena Hot Springs,"65.05, -146.05"
